id,category,year,question,option_a,option_b,option_c,option_d,correct_answer,explanation,reference,difficulty
193,森林土木,2008,山地斜面の土砂移動に関する解説のうち、誤っているものはどれか。,落石は急斜面上の岩塊岩の破片などがはく離して崩落する現象である,崩壊は斜面の一部が規則的に崩落する現象である,地すべりは斜面の一部が継続的または断続的に下方に移動する現象である,土石流は土砂や石礫が水と一体となって流動する現象である,b,崩壊は斜面の一部が突発的に崩落する現象である,砂防学,標準
194,森林土木,2008,樹高計測に関する記述について、誤っているものはどれか。,一般的に樹高計測では標本調査法に基づいて森林の中の一部の樹木のみを計測する,樹高の計測法には幾何学的な相似関係を利用する方法三角法を応用する方法などがある,ブルーメライスは測高器として実務に使われている,樹高は森林の成長の良否を判定する指標にはならない,d,樹高は森林の成長状況を判定する重要な指標である,森林計測学,標準
195,森林土木,2008,森林管理に関する基礎用語の解説のうち、誤っているものはどれか。,育成林は人為によって保育などの管理がされた森林である,民有林は国有林以外の私有林のみである,里山林は居住地近くに広がり地域住民に利用されているあるいは利用されていた森林である,複層林は樹齢や樹高の異なる樹木によって構成される森林である,b,民有林は国有林以外の公有林と私有林を含む,森林法,基礎
196,森林土木,2008,森林管理に関する基礎用語の解説のうち、誤っているものはどれか。,伐期とは主伐が予定される時期である,林齢とは森林の年齢であり人工林では苗木を植栽した年度を1年生という,皆伐とは一定範囲の樹木を長期間にわたり全部または大部分伐採する主伐の一種である,下刈とは植栽した苗木の生育を妨げる雑草やかん木を刈り払う作業をいう,c,皆伐は一定範囲の樹木を一度に全部または大部分伐採する主伐である,森林施業の手引き,標準
197,森林土木,2008,京都議定書に関する解説のうち、誤っているものはどれか。,京都議定書の第1約束期間は2008年から2012年の5年間である,第1約束期間までにわが国は温室効果ガスの総排出量を基準年1990年に比べて5％削減しなければならない,わが国は削減量内約3.8％は森林による二酸化炭素の吸収によって確保することとしている,平成20年2008年7月に北海道洞爺湖においてG8サミットが開催された,c,森林吸収量の上限は3.8％ではなく3.9％である,京都議定書,標準
198,森林土木,2008,保安林の管理に関する解説のうち、誤っているものはどれか。,保安林の指定は農林水産大臣または都道府県知事が行う,保安林の指定においては立木の伐採や土地の形質の変更等を規制している,保安林の面積は全国の森林面積のほぼ1/3に相当している,保安林には17種類がある,d,保安林には水源涵養保安林など17種類がある,森林法,標準
199,森林土木,2008,森林病害虫対策に関する解説のうち、誤っているものはどれか。,松くい虫被害はマツノザイセンチュウという線虫が引き起こすマツの伝染病である,松林は防風・防潮など重要な役割を果たしており被害拡大防止対策が重要である,ナラ枯れはカシノナガキクイムシによるナラ類に発生する伝染病である,ナラ枯れは本州の太平洋岸を中心とするミズナラやコナラなどに被害が拡大している,d,ナラ枯れは本州の日本海岸を中心に被害が拡大している,森林病害虫対策,標準
200,森林土木,2008,森林一般に関する解説のうち、誤っているものはどれか。,多様で健全な森林づくりには長伐期化に対応した繰り返しの間伐が必要である,多様で健全な森林づくりには単層林への転換が必要である,多様で健全な森林づくりには良好な景観の形成や生物多様性の確保が必要である,多様で健全な森林づくりには針広混交林化が必要である,b,多様で健全な森林づくりには複層林化が必要である,森林・林業基本計画,標準
201,森林土木,2008,森林作業道の設計に関する記述のうち、誤っているものはどれか。,森林作業道は林業機械の走行を目的とした簡易な道路である,設計速度は地形条件に応じて決定する,幅員は使用する機械に応じて決定する,構造はすべて林道と同じ基準を適用する,d,森林作業道は林道より簡素な構造基準を適用する,森林作業道作設指針,標準
202,森林土木,2008,林業機械に関する記述のうち、誤っているものはどれか。,ハーベスタは伐倒造材を行う機械である,フォワーダは集材運搬を行う機械である,プロセッサは造材のみを行う機械である,スキッダは全木集材を行う機械である,c,プロセッサは枝払い造材を行う機械である,林業機械化の手引き,標準
203,森林土木,2008,治山事業に関する記述のうち、誤っているものはどれか。,治山事業は山地災害の防止を目的とする,治山ダムは渓流の安定を図る施設である,法面保護工は斜面の安定を図る工法である,治山事業は森林整備とは無関係である,d,治山事業と森林整備は密接な関係がある,治山技術基準,標準
204,森林土木,2008,林道橋の設計に関する記述のうち、誤っているものはどれか。,設計荷重は林道の等級により決定する,橋梁形式は現地条件により選定する,基礎工は地盤条件により決定する,すべての林道橋で同一の設計基準を適用する,d,林道橋は道路橋示方書を基本とするが林道の特性を考慮する,林道橋設計基準,標準
205,森林土木,2008,森林の多面的機能に関する記述のうち、誤っているものはどれか。,水源涵養機能は重要な機能の一つである,土砂災害防止機能は山地災害の軽減に寄与する,地球環境保全機能は二酸化炭素の吸収に寄与する,森林の多面的機能は木材生産機能のみである,d,森林の多面的機能には木材生産以外にも多くの機能がある,森林・林業基本法,基礎
206,森林土木,2008,間伐に関する記述のうち、誤っているものはどれか。,間伐は森林の健全な成長を促進する,間伐により林内の光環境が改善される,間伐は森林の多面的機能の向上に寄与する,間伐は森林の成長に悪影響を与える,d,適切な間伐は森林の健全な成長に必要である,森林施業の手引き,基礎
207,森林土木,2008,林道の排水施設に関する記述のうち、誤っているものはどれか。,側溝は路面排水を処理する,横断暗渠は横断排水を処理する,集水桝は雨水を集水する,排水施設は必要に応じて設置する,d,排水施設は林道の維持管理上必要不可欠である,林道規程,標準
208,森林土木,2008,林道の維持管理に関する記述のうち、誤っているものはどれか。,定期的な点検が重要である,排水施設の清掃が必要である,路面の補修を適時実施する,維持管理は建設時のみ考慮すればよい,d,維持管理は建設後も継続的に実施する必要がある,林道維持管理指針,基礎
209,森林土木,2008,森林の更新に関する記述のうち、誤っているものはどれか。,天然更新は自然の力による更新である,人工更新は植栽による更新である,更新方法は立地条件により選択する,すべての森林で人工更新が必要である,d,更新方法は森林の状況や目的により選択する,森林施業の手引き,標準
210,森林土木,2008,木材の性質に関する記述のうち、誤っているものはどれか。,木材は繊維方向と直交方向で性質が異なる,木材の強度は含水率により変化する,木材は熱伝導率が低い材料である,木材の性質は樹種によらず一定である,d,木材の性質は樹種により大きく異なる,木材工学,標準
211,トンネル,2008,山岳工法の支保部材に関する記述のうち、誤っているものはどれか。,吹付けコンクリートの湿式は生コンクリートにノズル部で急結剤を添加して吹付けるもので粉じん発生量は少ないが吹付け中断等による圧送管内での硬化が欠点である,ロックボルトの打設には部分的に打ち込むシステムボルティングと地山全体を補強するランダムボルティングがある,発破掘削では長孔さっ孔やスムースブラスティングなどにより施工効率の向上が図られている,NATMでは吹付けコンクリートやロックボルトに加え可縮支保工が用いられることがある,b,システムボルティングは系統的配置でランダムボルティングは不規則配置である,トンネル標準示方書,標準
212,トンネル,2008,シールド工法の急曲線施工に関する記述のうち、正しいものはどれか。,シールド機の長さを長くする,テーパー量の大きなセグメントを使用する,セグメント幅を広くする,線形に応じて油圧ジャッキを伸縮させるため片押し推進の場合を考えカッタートルクの余裕は持たせない,b,急曲線施工ではテーパー量の大きなセグメントが必要である,シールド工法設計・施工指針,標準
213,トンネル,2008,開削トンネルの掘削底面の安定に関する記述のうち、誤っているものはどれか。,盤ぶくれとは掘削底面が難透水性地盤で下方に被圧帯水層が分布する場合被圧地下水に押されて底面がふくれ上がる現象をいう,ボイリングとは高い地下水位あるいは被圧された砂質土地盤を掘削する際掘削底面から土砂と地下水が一気に噴き上げる現象である,ヒービングとは土留め壁背面から掘削底面にかけて厚く分布する軟弱粘土層地盤の強度不足が原因となり土留め壁背面の地表面の沈下により土留め壁背面から壁の下方を通るすべり面が形成され掘削底面が隆起する現象である,パイピングとはヒービングと同様な地盤の状況において土留め壁周辺のゆるみ部分などを伝って掘削底面に水みちが発生し土砂と地下水が噴出する現象をいう,c,ヒービングは地表面沈下ではなく掘削底面の隆起が主現象である,開削トンネル設計・施工指針,標準
214,トンネル,2008,トンネルの地質調査に関する記述のうち、誤っているものはどれか。,電気探査は地表付近から2ヶ所の電流電極に人工的に電流を流し他の2ヶ所の電位電極間の電位差から地山内の比抵抗を測定する,湧水圧試験はボーリング調査により掘削した孔内に先端部分にパッカーをつけた測定管を降下させ試験区間の上部をパッカーで遮断する,孔内水平載荷試験はボーリング調査により掘削した孔内に円筒ゴムチューブからなる試験機ゾンデを挿入し泥水で膨張させる,切羽前方探査の手法としてはHSP探査とTSP探査がよく知られている,c,孔内水平載荷試験では水圧で膨張させるのが一般的である,トンネル地質調査指針,標準
215,トンネル,2008,山岳工法の設計に関する記述のうち、正しいものはどれか。,トンネルは周辺地山と別々となって挙動するため地山が良好なトンネルについても一般に地震の影響を考慮する,トンネルに作用する水圧は内水圧と外水圧があり内水圧は水路トンネルのようにトンネル内を水が流れる場合に考慮する必要があり状態に応じて静水圧や動水圧がある,凍結による変状が生じた事例としては積算寒度が100℃日以上の寒冷地で多い,寒冷地のトンネルでは断熱工を採用した事例が多いが高熱の地山で断熱工を採用した事例はない,b,水路トンネルでは内水圧として静水圧や動水圧を考慮する,トンネル標準示方書,標準
216,トンネル,2008,吹付コンクリートの支保効果に関する記述のうち、誤っているものはどれか。,不連続面がトンネルの挙動を支配するような中硬岩や硬岩地山ではおもに局部的な岩塊の崩落防止弱層の補強および被覆を目的として使用される,地山強度が低く切羽の安定性が劣るような土砂地山では地山の劣化を防ぐ目的での掘削面の早期被覆を目的として使用される,膨張性地山等大きな土圧や変形が発生するような地山では引張耐力曲げ耐力あるいはせん断耐力を補強し内圧を付与する目的で厚みや部材強度を増強することが多い,地山強度比が十分でなく切羽の安定性に劣ったり塑性土圧が増加したりするような軟岩地山ではおもに局部的な肌落ち防止内圧付与応力分布の平滑化を目的として使用される,c,膨張性地山では圧縮耐力やせん断耐力の補強が主目的である,トンネル標準示方書,標準
217,トンネル,2008,ロックボルトに関する記述のうち、誤っているものはどれか。,ロックボルトは主として引張材として機能するため引張強度の大きいものでなければならない,比較的大きな変形が発生するような地山においては打設本数を少なく通常より太いものあるいは高張力鋼を用いるなどの方法がある,ロックボルトに大きな軸力が生じることが少ないと予想される地山ではSD345程度以上の材質を用いることが多い,より大きな耐力を必要とする場合には一般には材質を変えずにより径の大きなものを採用するほうが経済的である,b,大変形地山では打設本数を多くし変形に追従できる構造とする,トンネル標準示方書,標準
218,トンネル,2008,環境保全に関する記述のうち、誤っているものはどれか。,硫化鉱物による酸性水の発生や重金属の溶出が懸念される地山を掘削する場合はずりの酸性化を防止するための中和方法を事前に決定しておく必要がある,汚濁水処理により生じた汚泥および廃泥を産業廃棄物として取り扱う場合は脱水処理を行う必要はない,騒音振動低周波空気振動対策としては発破時間の規制防音設備制御発破の採用等が有効である,トンネル掘削に伴う渇水により周辺の環境に影響を及ぼすおそれのある場合は上水道井戸貯水池等の代替の水源を計画するなど事前の調査と検討が必要である,b,汚泥等を産業廃棄物として処理する場合は脱水処理が必要である,トンネル工事における環境保全,標準
219,トンネル,2008,山岳工法の覆工に関する記述のうち、誤っているものはどれか。,長大トンネルにおいて工期短縮を図るため移動式型枠セントルの長さを15～18mとすることがある,覆工コンクリートの打込み方式は側壁部や肩部は検査窓からの打込みアーチ部は天端部に設けた吹上げ口からの打込みが一般的である,コンクリートは練混ぜ後すみやかに運搬し打込むことが大切で練混ぜはじめてから打ち終わるまでの時間は外気温が25℃を超えるときで2時間以内を標準としている,所要の強度耐久性のあるコンクリートとするためには作業に適するワーカビリティーが得られる範囲で単位水量をできるだけ少なくすることが重要である,c,外気温25℃超では1.5時間以内が標準である,トンネル標準示方書,標準
220,トンネル,2008,都市部山岳工法の設計に関する記述のうち、誤っているものはどれか。,都市部山岳工法のトンネルでは土被りが小さい場合は全土被り荷重をそうでない場合はテルツァーギ等の緩み土圧を用いている場合が多い,防水型トンネルでは部材直角方向に間隙水圧を作用させるのが一般的である,開削トンネルとは異なり都市部山岳工法のトンネルは沖積層等の耐震設計上の基盤面よりも下方に計画される場合には地震の影響は一般に省略してもよい,覆工およびインバートの巻厚は同じ値が用いられる例が多いが配筋については断面力が大きくなるインバートや隅角部の鉄筋量を大きくする例がある,c,基盤面より下方でも地震の影響を考慮する場合がある,都市部山岳工法設計・施工指針,標準
221,トンネル,2008,山岳工法の観察・計測項目と結果に関する記述のうち、誤っているものはどれか。,盤ぶくれ測定インバート部地山の安定性検討,ロックボルト軸力測定ロックボルト長本数位置定着方法等の妥当性確認,鋼製支保工応力測定吹付コンクリートと鋼製支保工との荷重分担検討,覆工応力測定吹付コンクリートの安定性検討,d,覆工応力測定は覆工の安定性検討に用いる,トンネル標準示方書,標準
222,トンネル,2008,トンネルの縦断線形計画に関する記述のうち、誤っているものはどれか。,トンネル完成後の坑内湧水を良好な縦断排水工等によって自然流下させるには通常0.2%以上の勾配があればよい,施工中の湧水を自然流下させるためには湧水が少ない場合でも0.3%以上相当多い場合は0.5%程度の勾配が必要である,トンネル勾配はずり出しや材料運搬時の能率に影響を与えるので施工面からの規制が必要なことがある,道路トンネルでは通行車両の排気ガスを極力少なくする点から機械換気を必要とするトンネルにおける最急上り勾配は5%程度以下とすることが望ましい,a,完成後の排水には0.3%以上の勾配が必要である,道路トンネル技術基準,標準
223,トンネル,2008,水路トンネルの縦断勾配に関する記述のうち、誤っているものはどれか。,水路トンネルの勾配は目的に応じた通水量通水断面積流速等により定める,水路トンネルの勾配を急にすると流速が大きくなり通水断面積を小さくできるので経済上有利であると考えられるが水頭損失が生じ施工も困難となり必ずしも有利とならない,水路トンネルにおいては数種類の勾配についてそれぞれ対応する断面を考えこれらを比較検討して勾配を定めるのが通例である,発電用水路トンネルでは通常数種類の断面や勾配について各々の減価償却金利を考えた年支出経費と年損失電力料金の和が最大となるものを選ぶ方法をとっている,d,発電用水路では年支出経費と年損失電力料金の和が最小となるものを選ぶ,水路トンネル設計指針,標準
224,トンネル,2008,特殊な地山条件において問題となる現象と調査すべき情報に関する組み合わせのうち、誤っているものはどれか。問題となる現象―調査すべき情報,切羽の崩壊突発湧水―地山強度比地下水位破砕帯等の分布,坑壁の押し出し―スメクタイト含有量地山強度比,山はね切羽崩壊―ぜい性度AE,重金属の溶出酸性水の発生―自然含水比浸水崩壊度,d,重金属溶出や酸性水発生の調査には鉱物組成や化学成分が重要である,トンネル地質調査指針,標準
225,トンネル,2008,トンネルと地すべりに関する記述のうち、誤っているものはどれか。,地すべり地や斜面崩壊地は地すべり地形等の特有な地形を呈している場合が多いので路線選定段階での空中写真判読や踏査が有効である,地すべり指定地等を含む過去の地すべり変動の履歴等について地元住民や関係機関から聞取りや資料調査により情報を得ることは比較的少ない,設計および施工計画段階では踏査で地すべり地内の変状状況を把握し地表および地中変位等の計測により地すべり変動の可能性を判断することが大切である,地すべり規模を考慮してボーリング調査を計画的に実施し地すべり深さ等を調査するとともにこの孔を利用して地下水調査や地中変位測定を行う必要がある,b,地元住民や関係機関からの情報収集は重要な調査項目である,地すべり技術指針,標準
226,トンネル,2008,都市域を通過するトンネルに関する記述のうち、誤っているものはどれか。,都市域におけるトンネル工事は周辺の状況や地山条件等から通常の山岳工法によるトンネルに比較して厳しい制約がある,都市域を通過するトンネルでは施工時に地表および地下構造物等の支障など周辺条件の調査を行わなければならない,都市域を通過するトンネルは開削工法かシールド工法で施工されていたが近年山岳工法による施工実績も増えてきている,土被りが小さく未固結地山の場合には地下水障害や地表沈下が問題となるので未固結地山の調査や小さな土被りの場合の地形調査ならびにボーリング調査やその孔を利用した各種原位置試験室内試験地下水調査等を実施する,c,都市域では従来から山岳工法も用いられており近年の傾向ではない,都市部山岳工法設計・施工指針,標準
227,トンネル,2008,トンネルの周辺環境調査に関する調査項目と調査事項の組み合わせのうち、誤っているものはどれか。調査項目―調査事項,地下水状況―帯水層の分布と透水性帯水層ごとの地下水圧と水質および経年変化,地表水状況―表流水温泉湧泉湖沼湿原の分布埋設管路,地盤沈下―事業対象領域の年間沈下量と累積沈下量沈下の範囲層別沈下量と沈下速度沈下による建物等への影響,動植物―動物植物の分布とくに希少な種生態系調査,b,地表水状況の調査に埋設管路は含まれない,環境影響評価技術指針,標準
228,トンネル,2008,坑外仮設備に関する組み合わせのうち、誤っているものはどれか。設備―主要機器,ずりビン―受ビンベルトコンベアフィーダー,骨材サイロ―ベルトコンベアクラムシェル火工所,受電設備―高圧線路引込線高圧受電盤変圧器,照明設備―低圧電線路坑外設備照明,b,骨材サイロの主要機器に火工所は含まれない,トンネル標準示方書,標準
229,トンネル,2008,計測管理基準と安全管理体制に関する記述のうち、誤っているものはどれか。,通常体制―定時計測,注意体制―計測頻度強化現場点検軽微な対策工の実施,要注意体制―計測体制の強化軽微な対策工の実施,厳注意体制―施工の停止変状要因・傾向の解析トンネル補強の検討,c,要注意体制では計測頻度の強化と現場点検の強化を行う,トンネル標準示方書,標準
230,トンネル,2008,TBM工法の構成要素と機能の記述の組み合わせのうち、誤っているものはどれか。構成要素―構成機器―機能,掘削部―スクレーパー―岩を圧砕する,駆動部―カッターヘッド駆動装置―カッターヘッドを回転させる,推進部―スラストジャッキ―推進力を発生させる,掘削反力支持部―メイングリッパ―掘削反力を確保する,a,スクレーパーは掘削岩塊をかき取る機能であり圧砕はカッタービットの機能である,TBM設計・施工指針,標準
231,トンネル,2008,シールド工法の泥水式と土圧式の比較に関する記述のうち、誤っているものはどれか。,泥水式は砂質土地盤に適用性が高い,土圧式は粘性土地盤に適用性が高い,泥水式は泥水処理設備が必要である,土圧式は添加材の注入が必要な場合がある,a,泥水式は砂質土から粘性土まで幅広く適用可能である,シールド工法設計・施工指針,標準
232,トンネル,2008,NATM工法の原理に関する記述のうち、誤っているものはどれか。,地山の持つ支保力を活用する,早期に固い支保構造を構築する,地山と支保工が一体となって荷重に抵抗する,計測結果に基づき施工を制御する,b,NATMでは地山の変形を許容し柔軟な支保構造とする,トンネル標準示方書,基礎
233,トンネル,2008,トンネルの換気に関する記述のうち、誤っているものはどれか。,自然換気は風圧や温度差による換気である,機械換気は送風機による強制換気である,縦流換気は長大トンネルに適用される,横流換気はすべてのトンネルに適用可能である,d,横流換気は長大トンネルや交通量の多いトンネルに適用される,道路トンネル技術基準,標準
234,トンネル,2008,トンネルの維持管理に関する記述のうち、誤っているものはどれか。,定期点検により損傷の早期発見に努める,補修は損傷の程度に応じて実施する,予防保全型の維持管理が効果的である,すべての損傷は即座に補修する必要がある,d,損傷の程度や緊急度に応じて補修の優先度を決定する,トンネル維持管理便覧,標準
235,トンネル,2008,山岳工法における地山分類に関する記述のうち、誤っているものはどれか。,地山分類は施工方法の選定に用いる,地山分類は支保パターンの選定に用いる,地山分類は工期や工費の算定に用いる,地山分類は一度決定すれば変更しない,d,地山分類は施工中の観察により適宜見直しを行う,トンネル標準示方書,標準
236,トンネル,2008,トンネル工事の安全管理に関する記述のうち、誤っているものはどれか。,切羽の安定性を常時監視する,有害ガスの発生に注意する,落石や肌落ちに対する対策を講じる,安全管理は施工者のみの責任である,d,安全管理は発注者と施工者が連携して実施する,労働安全衛生法,標準
237,トンネル,2008,トンネルの情報化施工に関する記述のうち、誤っているものはどれか。,計測データを施工管理に活用する,設計の妥当性を確認する,施工方法の変更判断に用いる,情報化施工では計測は不要である,d,情報化施工では計測が重要な要素である,トンネル標準示方書,基礎
238,トンネル,2008,地中接合に関する記述のうち、誤っているものはどれか。,シールド同士を地中で接合する技術である,高い精度の到達技術が必要である,接合部の止水性確保が重要である,地中接合はすべてのシールドで可能である,d,地中接合は特殊な技術であり限定的に適用される,シールド工法設計・施工指針,標準
239,トンネル,2008,トンネル掘削における発破工法に関する記述のうち、誤っているものはどれか。,全断面発破と部分断面発破がある,制御発破により周辺地山への影響を軽減する,発破パターンは地山条件により選定する,発破工法では振動は発生しない,d,発破工法では振動が発生するため制御が必要である,火薬類取締法,標準
240,トンネル,2008,トンネルの非開削工法に関する記述のうち、誤っているものはどれか。,地表への影響を軽減できる,交通への影響を軽減できる,地下埋設物への影響を軽減できる,非開削工法では地盤調査は不要である,d,非開削工法でも詳細な地盤調査が必要である,トンネル工法選定指針,標準
241,建設環境,2008,土壌汚染対策法の定める主な内容として、正しいものはどれか。,指定区域の指定は環境大臣が行う,汚染の除去等の措置命令は環境大臣が行う,汚染の除去等の措置に要した費用の請求は汚染原因者に対し行うことができる,土地の売買の届出は環境大臣に行う,c,汚染原因者に対し汚染除去等に要した費用を請求することができる,土壌汚染対策法,標準
242,建設環境,2008,淡水魚の生態的グルーピングに用いられる用語の説明のうち、正しいものはどれか。,両側回遊魚は産卵とは無関係に幼魚期のあいだに海と川との間を往復するもの,遡河回遊魚は産卵のために海へと降河し孵化後に遡河して一生の大部分を淡水域でおくるもの,降河回遊魚は産卵期に河川を遡河し孵化後に海へ向け降河するもの,陸封性淡水魚は本来は回遊魚であったものが淡水域で一生を送るように変化したもの,d,陸封性淡水魚は本来回遊性であったものが陸封された魚である,魚類生態学,標準
243,建設環境,2008,環境ホルモンを説明する文章として、誤っているものはどれか。,環境ホルモンは生物の生殖機能に影響を及ぼし種の存続を脅かす恐れも有している,現在知られている代表的な環境ホルモンとしてPCBノニルフェノールトリクロロエチレンなどがある,環境ホルモンの正式な名称は外因性内分泌攪乱化学物質である,野生生物への影響としてメダカやニジマスの雄から雌への性転換ワニの生殖器異常に起因する個体数減少などが報告されている,b,トリクロロエチレンは環境ホルモンではない,化学物質の内分泌かく乱作用,標準
244,建設環境,2008,化学物質排出把握管理促進法PRTR法の内容として、正しいものはどれか。,PRTR制度の対象となるのは第一種指定化学物質と第二種指定化学物質の2つの区分である,対象化学物質を扱うすべての事業者は環境中への排出量及び廃棄物としての移動量についての届出を義務付けられている,指定化学物質やそれを含む製品を他の事業者に出荷する際に化学物質等安全データシートMSDSを公布して情報提供を行うことが義務付けられている,事業者の届出は市町村単位で集計・管理され地域のきめ細かいニーズに応じて公表される,c,MSDS制度により安全データシートの提供が義務付けられている,PRTR法,標準
245,建設環境,2008,米国における代表的な環境影響の定量的評価手法の１つであり我が国においても研究が進んでいるHEPの説明として、正しいものはどれか。,HEPはHabitat and Environment Projectの略語で定量評価を用いた合意形成手続き手法全体の概念を指している,HEPはある生物のハビタットとしての適性度HSIとハビタット面積の積としてあらわすことができる,HEPは生態系の価値を物質的量的に把握することに役立つ手法で代替案の比較やミティゲーション計画および評価等に利用できる,HEPは我が国の環境影響評価でもその有効性が高く評価され多くの法的手続きで実用化されている,c,HEPは生態系の価値を定量的に把握しミティゲーション等に活用される手法である,HEP手法,標準
246,建設環境,2008,平成18年4月に施行された湖沼水質保全特別措置法における改正内容として、誤っているものはどれか。,汚濁負荷の寄与度が大きな地域を流出水対策地区として指定し重点的に対策を推進する,指定湖沼数をこれまでの10湖沼から25湖沼に拡大し保全対策の充実を図る,これまで新増設の工場・事業所のみを対象としていた負荷量規制を既設事業所にも適用する,湖辺のヨシ原など水質保全のために特に保護が必要な地域を湖辺環境保護地区として指定し保全を図る,b,指定湖沼数の拡大は改正内容に含まれていない,湖沼水質保全特別措置法,標準
247,建設環境,2008,公共用水域における水生生物の保全に係わる水質環境基準が設定されている項目として、正しいものはどれか。,全亜鉛,クロロホルム,フェノール,ホルムアルデヒド,a,全亜鉛は水生生物保全のための環境基準項目である,水質環境基準,標準
248,建設環境,2008,特定外来生物に指定されたオオクチバスが急速に分布を拡大する要因となったその生態的特性として、誤っているものはどれか。,成熟が早く寿命も長い,産卵数が少ないにもかかわらず稚仔魚生存率が極めて高い,食性が柔軟で飢餓にも強い,我が国の水域では在来競合種が少ない,b,オオクチバスは産卵数が多く繁殖力が高い,外来生物法,標準
249,建設環境,2008,京都議定書で言及している温室効果ガス及びその説明として、誤っているものはどれか。,エネルギー起源CO2は工業過程における石灰石の消費や廃棄物の焼却処理等によって発生する,メタンは水田や廃棄物最終処分場における有機物の嫌気性発酵等において発生する,一酸化二窒素は一部の化学製品原料製造の過程や家畜排せつ物の微生物による分解過程等において発生する,PFCは半導体の製造工程等において使用される,a,エネルギー起源CO2は化石燃料の燃焼により発生する,京都議定書,標準
250,建設環境,2008,平成19年4月に環境省より公表された戦略的環境アセスメント導入ガイドラインで述べられている事項として、正しいものはどれか。,環境影響評価法に規定する第1種事業に該当するものは事業段階を問わず原則として戦略的環境アセスメントの実施を促進する,当面のあいだ当該事業を管轄する監督官庁を戦略的環境アセスメントの実施者とする,比較評価の対象として事業を行わない案を複数案の中に必ず含めるものとする,戦略的環境アセスメントの評価結果については環境影響評価方法書等の作成に活かすことが望ましい,d,SEAの結果は後続の環境影響評価に活用することが望ましい,戦略的環境アセスメント導入ガイドライン,標準
251,建設環境,2008,大気汚染の予測に用いるモデルとして、誤っているものはどれか。,ボックスモデル,プルームモデル,ボーレンバイダーモデル,パフモデル,c,ボーレンバイダーモデルは大気汚染予測モデルではない,大気汚染予測手法,標準
252,建設環境,2008,建設工事に係る振動において指示値が不規則かつ大幅に変動する場合の振動規制法施行規則に定められている評価値として、正しいものはどれか。,振動レベルの80％レンジの上端値L10,変動ごとの指示値の最大値,変動ごとの指示値の最大値の平均値,等価振動レベルLVeq,a,不規則変動する場合は80％レンジの上端値L10を用いる,振動規制法施行規則,標準
253,建設環境,2008,環境影響評価法の手続きに関する記述のうち、正しいものはどれか。,法アセスではまず当事業においてアセスを実施する必要があるかどうかを判定するスコーピングを行うことが必要,第2種事業のアセス実施は主務大臣が環境大臣の意見を聞いて判断する,方法書を作成した事業者は意見提出期間を含め1ヶ月間の公告・縦覧を行う,事業者は評価書の公告後も特別な事情により必要があると認めるときはアセス手続きの再実施が可能である,c,方法書は1ヶ月間の公告縦覧と意見聴取を行う,環境影響評価法,標準
254,建設環境,2008,景観法の特徴として、誤っているものはどれか。,景観を整備・保全するための基本理念を明確にしている,国民・事業者・行政の責務を明確にしている,屋外広告物に対する市町村の役割の強化を図っている,景観についての基本計画を作成できることとしている,c,屋外広告物は都道府県の役割であり市町村の役割強化ではない,景観法,標準
255,建設環境,2008,京都議定書において温室効果ガス排出量の数値目標が設定されていない国として、正しいものはどれか。,ロシア,中国,日本,オランダ,b,中国は発展途上国として数値目標が設定されていない,京都議定書,標準
256,建設環境,2008,大気中の粒子状物質のうち長期間浮遊し呼吸で気道や肺に沈着しやすく呼吸系に悪影響を与えるとされる浮遊粒子状物質の粒径について正しいものはどれか。,0.1μm以下,1μm以下,10μm以下,100μm以下,c,浮遊粒子状物質SPMは10μm以下と定義される,大気汚染防止法,標準
257,建設環境,2008,大気汚染に関する記述のうち、誤っているものはどれか。,地表付近の大気が強い安定状態となりやすい冬季に広域的な高濃度汚染を招くことがある,幹線道路の両側に中高層ビルが建ち並んでいる地域では自動車から排出された汚染物質の拡散が抑制されるため沿道地域を中心に高濃度汚染を招きやすい,大気汚染の予測ではプルーム式パフ式などの拡散式を用いて実施する方法が一般的である,大気汚染予測における拡散幅の推定法としてパスキルの方法があり風速の関数として設定されている,d,パスキルの拡散幅推定法は大気安定度の関数として設定される,大気拡散理論,標準
258,建設環境,2008,騒音に係る環境基準に関する記述のなかで、誤っているものはどれか。,環境基準の地域の類型を当てはめる地域は環境大臣が指定する,地域の類型Aを当てはめる地域は専ら住居の用に供される地域である,道路に面する地域のうち幹線交通を担う道路に近接する空間については特例値が定められている,道路に面する地域以外の地域については環境基準の施行後直ちに達成され又は維持されるよう努めるものとしている,a,環境基準の地域類型指定は都道府県知事が行う,騒音規制法,標準
259,建設環境,2008,平成17年3月30日に改正された環境影響評価法に基づく基本的事項の記述のうち、誤っているものはどれか。,廃棄物等について発生量に加えて最終処分量等の把握を通じた調査予測及び評価が行われること,主務大臣が定める標準項目標準手法についてそれぞれ一般項目一般手法とすること,予測の対象となる時期について供用後に関し定常状態に加えて設定が可能な場合には影響が最大になる時期が設定されること,代償措置を講じようとする場合には代償措置の効果及び実施が可能と判断した根拠を可能な限り具体的に明らかにできるようにすること,b,標準項目標準手法はそれぞれ参考項目参考手法とする,環境影響評価法基本的事項,標準
260,建設環境,2008,LCAライフサイクルアセスメントに用いる分析手法として、正しいものはどれか。,インベントリー分析,スコーピング,マトリクス法,スクリーニング,a,LCAではインベントリー分析により環境負荷を定量化する,LCA手法,標準
